,index,id,target,enzyme,smile,name
74,74,DB00248,P14416|P41595|P35462|P28223|P18089|P28221|P21917|P08913|P08908|P18825|P21918|P21728|P28222|P28335|P34969|P35348|P35368|P25100|P08588|P07550|P21728|P21918,P08684,80|119|125|193|197|231|294|371|400|442|455|533|580|650|652|693|694|739|806|807|817|881|926|935|940|946|961|974|1019|1027|1029|1039|1057|1088|1102|1114|1137|1152|1163|1236|1292|1293|1348|1366|1377|1380|1503|1624|1645|1648|1689|1726|1750|1757|1783|1785|1797|1820|1873|1879|1911|1917|1937|1951|1984|1995|1996|2006|2022,Cabergoline
75,75,DB00250,P0C0X2|P0C0X1,P20815|P08684|P31513|P23219|P35354|P10632|P33261|P11245|P11712|P24462|P05181|P05164|P33260,319|350|650|715|888|1168|1171|1212|1380|1457|1476|1571|1750|1804|1873|1998,Dapsone
76,76,DB00252,Q14524|P35498|O75469|Q07699|Q9NY46|Q12809|Q13936|Q01668|O60840|Q13698|Q02641|Q08289|P54284|O00305|O00555|Q99250|Q9UQD0|P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88,P11712|P33261|P10632|P20813|P08684|P20815|P24462|P15538|P22309|P19224|O60656|P05177|P11509|P10635|P05181|P07099|P22310|P21964|P15559|P33260,204|314|389|556|650|713|770|772|882|884|1060|1088|1114|1199|1267|1318|1380|1750|1803|1873|1974|2012,Phenytoin
77,77,DB00253,P04150,P08684|P20815,26|84|88|105|106|120|198|242|314|331|479|519|562|563|622|650|679|781|807|841|849|897|926|1009|1017|1019|1057|1060|1162|1181|1257|1274|1292|1303|1309|1325|1380|1450|1477|1489|1539|1738|1794|1822|1859|1873|1884|1917|1986,Medrysone
78,78,DB00255,P03372|P62508|Q92731|P11474|O95718|Q15596|O75469|P10275|P04278,P21964|P11511|P08684|P10632|P11712|P05181,80|294|571|745|807|898|1057|1294|1313|1380|1385|1458|1602|1697|1712|1750|1778|1873,Diethylstilbestrol
79,79,DB00257,P10613|O15554|O75469|Q8TDS4,P10632|P08684|P20813|P10635|P11509|P11712|P05181|P24462,93|114|366|368|375|378|389|419|430|465|561|645|843|915|932|935|974|1032|1046|1088|1101|1199|1380|1417|1603|1654|1659|1683|1750|1866|1873|2017,Clotrimazole
80,80,DB00259,P0AC13,P33261|P10635|P05181|P08684,319|350|650|715|833|888|1168|1171|1197|1380|1457|1476|1489|1607|1750|1804|1873,Sulfanilamide
81,81,DB00260,P0A6J8|Q9L888,P20711,314|407|587|650|656|786|876|926|1019|1034|1107|1114|1171|1380|1399|1481|1620|1832|1923,Cycloserine
82,82,DB00261,Q14432,P05177,314|361|366|378|383|407|432|440|561|592|618|650|663|666|926|927|935|1011|1060|1114|1201|1269|1380|1448|1468|1551|1561|1570|1575|1683|1750|1873|1935|1946,Anagrelide
83,83,DB00263,P0AC13,P11712,4|92|217|232|248|252|319|350|378|448|502|650|656|715|883|888|1057|1152|1168|1171|1270|1380|1438|1444|1457|1476|1507|1542|1637|1722|1750|1804|1873,Sulfisoxazole
84,84,DB00264,P08588|P07550,P10635|P08684,1|13|80|102|118|169|227|283|310|322|430|486|606|658|695|718|782|807|841|1005|1028|1045|1057|1152|1243|1380|1409|1445|1452|1574|1750|1754|1873|2023|2030|2038,Metoprolol
85,85,DB00266,Q9BQB6|P15559|Q08257,P11712|P05178|P08683,80|202|238|305|314|368|650|656|707|807|953|1088|1128|1199|1357|1380|1430|1466|1468|1573|1577|1602|1604|1750|1808|1873|2034,Dicoumarol
86,86,DB00268,P35462|P21917|P35348|P35368|P25100|P08913|P18089|P18825|P14416,P05177,26|80|151|251|273|294|314|344|361|650|674|794|881|926|1039|1057|1060|1088|1114|1153|1172|1243|1349|1380|1470|1564|1575|1597|1646|1677|1712|1750|1761|1873|1951|1982,Ropinirole
87,87,DB00269,P03372,P11511,106|250|322|390|695|718|781|804|807|831|841|1057|1256|1292|1380|1385|1536|1683|1697|1750|1873|1994,Chlorotrianisene
88,88,DB00270,Q13936|P54289|Q08289|O95180|Q9NY47|Q01668|Q13698,P08684,1|16|69|124|145|217|283|289|371|378|425|585|650|656|695|807|841|876|878|906|1005|1019|1027|1039|1057|1060|1088|1097|1106|1114|1152|1167|1171|1238|1380|1464|1508|1542|1651|1722|1724|1750|1873|1894|1917|1978|2031,Isradipine
89,89,DB00273,P14867|P35498|Q9Y5Y9|Q9UI33|Q99250|Q9NY46|P35499|Q14524|Q01118|Q9UQD0|Q15858|P39086|Q13002|Q13003|Q16099|Q16478|P00918|P22748|P00915|P07451|Q13936|Q01668|O60840|Q13698|Q02641|Q08289|P54284|O00305|Q15878,P33261|P08684,63|80|91|194|221|340|350|497|650|656|695|737|846|916|926|1017|1019|1042|1043|1057|1060|1065|1070|1120|1121|1171|1217|1274|1441|1476|1551|1607|1730|1810|1819|1839|1923|1960|1970|2035,Topiramate
90,90,DB00277,P30542|P29274|P29275|Q07343|O76074|P27815|Q14432|Q92769|Q99829|Q8TCT9|Q15155|P09874|Q7Z5B4|Q9Y4R7,P08684|P05177|P00813|P05181|P04798|Q16678|P10635,314|378|400|503|504|564|650|713|771|806|834|873|935|988|1024|1057|1058|1114|1145|1258|1380|1452|1457|1530|1696|1873,Theophylline
91,91,DB00278,P00734,P08684|P20815,1|38|80|108|140|197|231|242|277|297|350|389|392|470|488|502|531|623|650|667|708|736|739|807|894|926|935|945|983|992|1019|1039|1057|1088|1104|1114|1148|1152|1164|1171|1236|1256|1257|1292|1308|1309|1325|1380|1393|1431|1432|1433|1451|1476|1480|1516|1583|1606|1653|1708|1721|1750|1866|1873|1876|1883|1911|1917|1941|1961,Argatroban
92,92,DB00279,P10827|P10828|P12004,P22309,1|79|80|322|333|387|389|473|582|650|661|695|718|731|786|807|875|947|1017|1024|1171|1221|1314|1370|1380|1408|1427|1475|1602|1607|1617|1750|1754|1763|1844|1849|1873|1917|1960,Liothyronine
93,93,DB00280,Q14524|P11229|P08172|P20309|Q9NZV8|Q9UK17|Q12809|P19652,P08684|P05177,1|80|114|140|210|283|318|319|378|389|448|575|650|674|807|881|914|973|1057|1088|1091|1142|1155|1171|1199|1308|1380|1417|1452|1476|1503|1657|1712|1728|1750|1769|1866|1873|1917|1951|2017,Disopyramide
94,94,DB00281,Q9Y5Y9|Q15858|Q14524|P00533|P35499|P02763|P19652,P08684|P10635|P20815|P24462|P05177|P11712|P10632|P11509|P20813,41|80|251|268|279|294|381|650|807|881|932|1039|1057|1076|1088|1152|1190|1380|1391|1485|1498|1722|1731|1750|1816|1873|1917|1981|1999,Lidocaine
95,95,DB00283,P35367,P10635,13|80|99|114|201|216|369|389|392|446|448|486|548|561|562|695|816|832|926|935|1019|1028|1057|1070|1088|1145|1199|1325|1367|1380|1417|1480|1552|1665|1683|1750|1831|1873|2017|2034|2042,Clemastine
96,96,DB00285,P31645|P23975|Q01959,P10635|P08684,1|2|80|126|322|565|652|695|708|718|738|781|807|820|831|841|881|926|932|1028|1057|1060|1154|1162|1163|1324|1365|1380|1536|1638|1750|1853|1860|1873|2004,Venlafaxine
97,97,DB00288,P04150|P04083,P08684|P20815,41|61|80|84|147|182|251|314|460|493|504|519|547|628|639|650|656|679|695|703|706|748|760|787|807|846|926|967|1017|1019|1028|1035|1042|1057|1060|1070|1120|1128|1162|1186|1194|1257|1274|1292|1325|1380|1428|1436|1448|1624|1638|1700|1730|1738|1774|1791|1828|1873|1917|1926|1928|1929|1975|1984|1997|2004|2021,Amcinonide
98,98,DB00289,P23975|P31645|Q05586|Q12879|Q13224|Q14957|O15399|Q8TCU5|O60391|P48549|P41145,P10635|P33261,1|80|112|389|538|664|667|695|739|887|948|1057|1088|1152|1199|1365|1372|1380|1391|1410|1430|1581|1695|1722|1742|1750|1761|1873|1970|1995|1999|2038,Atomoxetine
99,99,DB00290,P18858|P49916,Q13867,1|8|11|33|64|80|117|140|149|197|198|222|227|229|231|252|283|291|348|362|368|370|376|378|407|414|441|443|471|473|486|490|501|518|552|573|606|610|613|625|640|650|656|657|667|675|695|706|713|731|733|766|782|786|807|813|828|829|850|855|869|871|873|891|920|931|980|994|1019|1051|1057|1058|1059|1077|1114|1118|1126|1145|1152|1171|1203|1212|1234|1243|1257|1264|1290|1291|1301|1323|1351|1380|1381|1395|1427|1452|1457|1459|1460|1487|1502|1505|1511|1516|1521|1530|1567|1578|1600|1654|1689|1693|1694|1722|1764|1806|1810|1824|1832|1844|1849|1855|1857|1873|1876|1879|1898|1908|1911|1917|1921|1934|1935|1950|1965|1977|1990|1997|2021,Bleomycin
100,100,DB00292,P14867|P18089|P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88,P15538|P19099,1|80|104|145|147|270|283|294|378|389|427|470|478|488|650|695|732|759|807|932|935|1057|1088|1114|1199|1238|1365|1380|1439|1535|1550|1581|1603|1722|1730|1750|1873|1917,Etomidate
101,101,DB00294,P06401,P08684,35|57|80|84|124|127|176|242|253|292|294|314|408|455|519|529|574|622|649|650|674|717|748|807|841|845|883|909|915|926|940|974|1019|1057|1060|1099|1154|1162|1278|1325|1351|1366|1380|1388|1457|1460|1558|1738|1873|1908|1952|2010,Etonogestrel
102,102,DB00295,P35372|P41145|P41143|Q9Y6Y9,P10632|P08684|P16662|P22309|Q9HAW9|P54855|P06133|P35503,67|77|211|231|296|311|413|486|497|554|569|580|583|656|705|750|807|873|926|935|940|1019|1039|1057|1060|1083|1145|1162|1171|1174|1236|1257|1294|1380|1432|1475|1480|1557|1602|1607|1622|1671|1689|1750|1873|1980,Morphine
103,103,DB00296,Q9Y5Y9,P05177|P20813|P08684,80|94|294|354|381|531|581|650|689|794|807|820|890|926|935|1019|1028|1039|1057|1076|1088|1145|1152|1325|1380|1391|1480|1485|1692|1714|1722|1750|1803|1816|1873|1917|1998|1999|2022,Ropivacaine
104,104,DB00297,Q9Y5Y9|P34995,P08684|P33261|P10635,80|94|294|354|381|531|581|591|650|689|794|807|890|926|935|1019|1028|1039|1057|1076|1088|1145|1152|1325|1380|1391|1480|1485|1692|1714|1722|1750|1816|1873|1882|1911|1917|1960|1998|1999|2022,Bupivacaine
105,105,DB00300,Q72547|P24024,P54819|P27144|P15531|P22392|P12277|P06732|P17540|P12532,1|69|80|147|149|192|201|209|245|283|316|378|397|445|452|486|489|538|585|626|650|695|728|807|884|932|935|962|1033|1056|1057|1095|1149|1171|1210|1337|1375|1380|1452|1455|1457|1459|1516|1545|1572|1696|1716|1724|1810|1873|1917|1922|1956|1978,Tenofovirdisoproxil
106,106,DB00301,Q8XJ01,P08684,5|18|130|233|248|314|323|361|362|366|378|387|389|461|486|561|586|597|650|656|673|675|697|698|699|753|807|835|935|936|974|1019|1032|1039|1057|1060|1088|1149|1150|1152|1205|1274|1279|1316|1380|1431|1542|1635|1683|1722|1747|1750|1840|1873|1917|1928|1933|1937|1943|2038,Flucloxacillin
107,107,DB00304,P06401|P03372,P08684|P11712|P22309,35|57|80|124|159|176|294|408|455|519|529|574|622|649|674|717|748|807|845|883|909|915|926|940|974|1019|1028|1057|1060|1099|1147|1154|1162|1231|1246|1278|1325|1351|1366|1380|1388|1447|1457|1558|1738|1781|1873|1908|1952|2010|2037,Desogestrel
108,108,DB00307,P19793|P28702|P48443,P08684|P10632,106|389|456|608|650|718|725|807|875|926|953|1022|1041|1057|1060|1066|1138|1162|1274|1366|1377|1380|1385|1391|1493|1593|1686|1697|1722|1750|1873|1917|1980|1991,Bexarotene
109,109,DB00309,Q9H4B7,P08684,42|54|67|68|80|83|119|138|140|157|200|249|261|270|289|294|309|343|361|376|413|442|545|547|602|638|650|674|679|695|739|787|807|833|841|875|878|926|928|930|935|978|991|1019|1024|1044|1057|1060|1075|1088|1114|1120|1126|1128|1145|1152|1154|1162|1171|1198|1199|1221|1238|1239|1257|1275|1295|1299|1312|1333|1351|1357|1380|1444|1446|1480|1536|1573|1612|1711|1725|1734|1738|1745|1750|1783|1854|1863|1873|1897|1917|1948|1956|1962|1970|1980,Vindesine
110,110,DB00312,P14867|P47869|P34903|P48169|P31644|Q16445|P43681|P36544|P42262|Q13002|P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|Q05586|Q12879|Q13224|Q14957|O15399|Q8TCU5|O60391|O75469,P08684|P33261|P11509,1|80|283|294|314|524|548|597|646|650|713|739|794|885|1057|1060|1114|1267|1336|1351|1380|1464|1824|1846|1974,Pentobarbital
111,111,DB00313,P45954|Q9UKV0|Q02218|P51649|P35498|Q9Y5Y9|Q9UI33|Q99250|Q9NY46|P35499|Q14524|Q01118|Q9UQD0|Q15858|Q07699|O60939|Q9NY72|Q8IWT1|Q92769|Q07869|Q03181|P37231,P11509|P20813|P11712|P20815|P23219|P05177|P33261|P08684|P22310|Q9HAW9|Q9HAW8|P19224|P35503|P16662|P54855|O60656|P22309,1|20|80|294|389|501|650|739|794|807|1057|1130|1824|1844|1877|1917,Valproicacid
112,112,DB00315,P28222|P28221|P30939|P28566|P34969|P08908|P28223|P41595,P05177|P21397,80|119|213|273|290|301|310|314|328|364|370|441|458|476|650|652|656|693|806|875|881|926|1019|1057|1114|1163|1243|1278|1288|1349|1357|1380|1539|1592|1599|1675|1733|1750|1752|1754|1780|1873|1879|1923|1937|1939|1951,Zolmitriptan
113,113,DB00316,Q15185|P35354|P23219|Q8NER1,P05181|P05177|P08684|P10635|P11509|P19224|P22309|O60656|P54855|P50225|P0DMM9|P11245|O00519|P09211|P09488,191|245|530|650|745|807|843|849|1017|1057|1077|1152|1313|1380|1602|1750|1778|1816|1873|1917,Acetaminophen
114,114,DB00317,P00533,P08684|P10635|P20815|P04798|P11712|P33261,13|80|191|216|249|329|366|378|465|489|491|523|561|653|656|673|695|699|708|747|780|794|841|843|875|888|926|935|950|1057|1097|1145|1152|1157|1226|1245|1357|1367|1380|1405|1441|1452|1480|1482|1488|1518|1536|1581|1648|1683|1712|1750|1791|1810|1840|1849|1873|1911|1928|1970,Gefitinib
115,115,DB00318,P35372|P41145|P41143,P10635|P08684|P16662|P06133,67|77|94|211|231|249|296|311|413|486|497|554|569|580|656|695|705|750|807|841|873|926|935|940|1019|1039|1057|1060|1083|1091|1145|1162|1171|1236|1257|1294|1380|1432|1480|1536|1557|1622|1671|1689|1750|1873|1970|1980|2022,Codeine
116,116,DB00320,P28221|P28222|P08913|P41595,P08684,5|80|84|94|108|119|149|202|231|252|255|314|344|371|389|400|433|446|455|458|486|551|580|634|650|656|684|689|739|806|807|820|844|926|935|974|1019|1027|1028|1039|1041|1057|1060|1066|1074|1088|1102|1105|1114|1118|1145|1152|1154|1173|1199|1236|1274|1281|1292|1293|1325|1351|1377|1380|1456|1480|1511|1689|1730|1734|1750|1751|1754|1760|1783|1797|1873|1879|1917|1937|1984|1995,Dihydroergotamine
117,117,DB00321,P23975|P31645|P28223|P08908|P41143|P41145|P04629|Q16620|P35348|P25100|P08913|P35367|O43526|Q09470|P25021|Q9H3N8|Q99720|P28335|P35368|P34969|P28221|P35372|P28222|P50406|O43525|P08909|P11229|P08172|P20309|P08173|P08912|Q12809|Q9H252|Q9NS40,P10635|P05177|P33261|P11712|P08684|P20815|P20813|P10632|P36537|P22310,80|118|352|401|478|652|693|694|770|792|881|926|984|1005|1038|1057|1088|1120|1163|1199|1236|1375|1380|1665|1708|1738|1750|1873|1951,Amitriptyline
118,118,DB00322,P04818,P19971|P11712,4|80|222|240|314|464|577|601|610|650|656|699|750|758|807|849|896|926|935|989|1019|1114|1257|1292|1361|1373|1380|1401|1463|1469|1516|1629|1745|1764|1819|1840|1873|1921|1928,Floxuridine
119,119,DB00323,P21964,P11712,9|105|125|202|235|311|354|555|650|715|716|753|807|838|839|875|1057|1195|1380|1385|1560|1602|1607|1697|1722|1750|1775|1823|1840|1873|1917|1920|1963,Tolcapone
120,120,DB00324,P04150,P08684|P20815,84|251|314|315|519|529|547|650|679|687|748|760|781|787|807|835|926|967|972|1017|1019|1057|1060|1154|1162|1194|1257|1274|1292|1309|1325|1380|1436|1450|1484|1604|1679|1762|1774|1791|1814|1822|1828|1860|1873|1896|1917|1928|1975|2015|2021,Fluorometholone
121,121,DB00325,P16066,P04798,51|100|650|674|725|790|910|974|979|1273|1384|1827|1856,Nitroprusside
122,122,DB00327,P35372|P41143|P41145,P11712|P35503|P16662,61|67|231|311|314|370|413|486|519|580|583|650|656|693|750|807|873|926|935|940|1019|1039|1057|1058|1060|1074|1104|1117|1145|1162|1171|1172|1174|1236|1294|1325|1380|1475|1480|1602|1607|1656|1689|1738|1750|1873|1980|2046,Hydromorphone
123,123,DB00328,P23219|P35354|P14555|Q8N8N7|P37231|Q04760|Q9Y5Y4|Q07869|P42330,P33261|P11712|P23141|O60656|P22309|P16662,45|60|80|145|216|239|322|325|359|389|561|650|695|716|718|781|807|816|841|858|875|914|935|1057|1070|1140|1282|1357|1380|1385|1504|1511|1536|1633|1683|1697|1722|1737|1750|1766|1873|1917|1972|2021|2034,Indomethacin
124,124,DB00333,P35372|Q05586|Q12879|Q13224|Q14957|O15399|Q8TCU5|O60391|P41143|P46098|P36544|P32297|P43681|P17787,P08684|P33261|P24462|P10635|P20813|P10632|P11511|P05177|P33260|P11712,1|80|114|243|283|294|389|577|650|683|807|825|881|898|902|914|985|1057|1088|1163|1199|1226|1273|1318|1380|1417|1503|1657|1750|1873|1917|2017,Methadone
125,125,DB00334,P28223|P14416|P21728|P21918|P35462|P21917|P28335|P46098|P50406|P35367|P35348|P35368|P11229|P08172|P20309|P08173|P21728|P21918|P08588|P07550|P13945|P08908|P28222|P28221|P28566|P30939|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928,P05177|P10635|P31513|P33261|P11712|P22310|P08684|P08684|Q9HB55|P20815|P24462,14|25|95|102|103|162|207|229|352|378|407|440|588|608|675|721|754|875|926|927|935|944|1012|1057|1060|1088|1114|1145|1199|1236|1380|1470|1476|1480|1506|1508|1722|1750|1873|1904|1982|2025,Olanzapine
126,126,DB00335,P08588|P07550,P10635,1|80|102|118|140|169|227|235|283|310|322|325|430|606|650|658|695|718|782|791|807|913|1028|1057|1152|1171|1380|1445|1452|1574|1750|1754|1873|1898|1917|2030|2038,Atenolol
127,127,DB00337,P42345|P62942,P08684,23|53|66|80|99|103|191|207|221|231|294|305|314|349|370|486|634|650|656|684|694|695|703|750|784|786|790|798|807|825|841|849|879|890|918|926|935|936|937|941|960|989|990|1017|1019|1028|1057|1060|1070|1078|1130|1144|1148|1149|1154|1184|1257|1292|1296|1309|1312|1325|1346|1380|1388|1392|1454|1480|1513|1571|1606|1656|1665|1671|1683|1722|1807|1873|1885|1906|1914|1960|1972|1979|1998|2024|2026,Pimecrolimus
128,128,DB00338,P20648|P35869,P04798|P05177|Q16678|P10632|P11712|P33260|P10635|P08684|P33261,80|110|119|252|322|333|343|373|378|427|462|474|626|650|695|718|752|781|841|875|944|961|989|1057|1076|1097|1114|1205|1226|1256|1265|1380|1391|1452|1535|1536|1599|1722|1739|1745|1746|1750|1773|1855|1858|1873|1897|1972,Omeprazole
129,129,DB00339,P95029,P47989|Q06278,140|309|378|456|552|650|807|855|970|1071|1125|1171|1380|1452|1535|1586|1603|1792|1866|1873|1917,Pyrazinamide
130,130,DB00342,P35367|Q12809|P20309|P11229|P08912|P08173|P08172,P08684|P24462|P10635|P20815|P10632|P51589,1|33|80|114|227|263|389|392|548|653|656|739|807|808|872|925|926|935|1019|1057|1088|1096|1145|1199|1261|1325|1339|1362|1365|1380|1417|1437|1480|1482|1556|1610|1665|1750|1791|1853|1873|1908|1911|2017,Terfenadine
131,131,DB00343,Q06432|Q13936,P08684|P20815|P24462|P33261|P10635|P10632,5|7|80|314|322|327|397|507|521|588|650|652|675|693|695|718|748|781|807|831|841|881|935|949|1017|1019|1035|1045|1057|1059|1088|1097|1126|1145|1163|1167|1199|1279|1295|1380|1443|1528|1536|1647|1750|1768|1803|1873|1914|1917|1945|1951|2006,Diltiazem
132,132,DB00346,P35348|P35368|P25100|Q12809,P08684,80|193|197|221|233|249|361|363|378|473|650|656|667|689|695|749|780|802|807|841|875|881|926|950|1019|1028|1057|1058|1097|1101|1106|1152|1163|1171|1218|1236|1245|1309|1325|1357|1380|1399|1457|1459|1468|1493|1536|1540|1648|1693|1855|1873|1876|1884|1911|1917|1951|1970,Alfuzosin
133,133,DB00347,O43497,P05181|P08684|P10632|P11712|P33261,255|314|324|566|576|608|650|656|935|987|1057|1060|1084|1145|1209|1274|1282|1380|1747,Trimethadione
134,134,DB00349,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928,P08684|P33261|P20813|P33260|P10635,24|165|169|216|314|389|561|650|736|798|816|875|926|935|959|971|987|1049|1057|1074|1088|1145|1176|1199|1295|1380|1515|1564|1683|1686|1750|1825|1873|1915|1961,Clobazam
135,135,DB00350,P48048|P23219|P00797,P22309,2|84|89|378|407|444|463|527|569|680|715|748|870|875|926|935|1028|1171|1175|1314|1380|1401|1457|1480|1855|1873|1962|1998|2010,Minoxidil
136,136,DB00351,P06401|P04150,P08684,84|88|155|242|289|314|479|519|529|555|565|650|666|695|718|807|841|918|926|987|1017|1019|1035|1056|1057|1060|1153|1162|1274|1279|1325|1380|1411|1436|1448|1484|1598|1605|1703|1721|1722|1738|1768|1817|1873|1884|1917|1971,Megestrolacetate
137,137,DB00353,P21728|P41595,P08684,1|80|98|117|119|201|222|231|294|352|424|482|486|524|650|689|716|739|742|779|806|807|837|911|918|926|935|963|966|984|1019|1039|1057|1088|1114|1145|1152|1236|1293|1312|1377|1380|1410|1544|1575|1633|1750|1783|1859|1873|1879|1917|1937|1970|1984|1995|2013,Methylergometrine
138,138,DB00356,Q12791,P05181|P04798|P05177|P11509|P08684|P10635,119|165|214|216|274|314|432|533|561|650|656|743|816|875|986|1114|1331|1380|1604|1683|1745|1750|1808|1810|1873,Chlorzoxazone
139,139,DB00357,P11511|P05108,P08684|P33261,80|251|268|294|314|484|556|650|665|713|888|919|926|1057|1060|1114|1137|1162|1168|1171|1351|1380|1457|1575|1605|1636|1666|1738|1750|1804|1873|1997,Aminoglutethimide
140,140,DB00358,P29274,P08684|P06276|P11511|P22303,1|114|154|227|237|262|305|319|325|378|419|564|584|807|809|875|890|915|926|1019|1028|1039|1057|1088|1114|1219|1302|1325|1357|1380|1434|1453|1507|1573|1621|1626|1662|1676|1724|1750|1790|1808|1855|1873|1912|1928,Mefloquine
141,141,DB00359,Q27738,P11712|P10632|P08684,4|80|319|350|378|448|502|650|715|784|883|888|1088|1152|1168|1171|1270|1380|1452|1457|1476|1582|1750|1804|1819|1866|1873,Sulfadiazine
142,142,DB00360,P00439|P29474|P07101|P17752,P35354,1|227|283|297|301|314|334|378|470|650|661|697|750|807|858|864|926|950|974|1019|1057|1114|1171|1365|1380|1388|1457|1529|1532|1648|1677|1692|1693|1745|1808|1831|1855|1866,Sapropterin
143,143,DB00361,P07437,P08684|P10635,8|54|67|80|119|157|200|249|270|294|359|361|376|380|442|521|547|638|650|679|695|739|763|787|807|833|841|875|878|918|926|930|935|978|991|1001|1017|1018|1019|1024|1035|1044|1057|1060|1075|1088|1098|1114|1120|1126|1128|1145|1152|1154|1162|1171|1198|1199|1216|1221|1238|1239|1282|1295|1299|1312|1333|1351|1357|1379|1380|1386|1444|1480|1536|1573|1612|1734|1745|1748|1750|1751|1762|1783|1799|1815|1854|1863|1873|1897|1904|1917|1946|1962|1970|1980|2028,Vinorelbine
144,144,DB00363,P14416|P28223|P21728|P35462|P21917|P08908|P28222|P28221|P28566|P46098|P28335|P50406|P34969|P35367|Q9H3N8|P35348|P35368|P08913|P18089|P18825|P11229|P08172|P20309|P08173|P08912|Q9NYX4|P09211,P05177|P10635|P11712|P08684|P33261|P11509|P10632|P31513|P22310|P04798,14|74|95|102|142|165|207|216|352|378|407|440|561|588|816|875|883|926|927|935|984|1057|1060|1088|1114|1145|1153|1199|1236|1243|1380|1470|1476|1480|1508|1683|1750|1873|1904|1979|1982,Clozapine
145,145,DB00365,P43700|P43702,P05177|P08684,33|45|221|252|296|305|314|322|326|338|389|407|444|453|456|464|525|577|607|624|650|699|723|739|804|807|875|926|935|974|1011|1019|1047|1057|1114|1277|1295|1309|1325|1380|1445|1480|1507|1537|1563|1722|1873|1910|1917|1928|1984|1991|1995,Grepafloxacin
146,146,DB00366,P35367|P11229|P08172|P20309|P08173|P08912|Q14994,Q14097,13|80|99|114|318|319|369|378|389|392|448|575|652|670|693|695|803|881|1057|1088|1155|1163|1199|1298|1380|1417|1452|1723|1750|1866|1873|1951|2017|2034,Doxylamine
147,147,DB00367,P06401|P18405|P03372|P10275|P04278|P04150,P08684|P20815,57|80|84|127|184|242|253|292|294|314|345|408|455|519|529|559|622|649|650|674|717|748|798|807|841|909|915|926|974|1019|1057|1060|1099|1122|1154|1162|1206|1325|1351|1380|1388|1460|1558|1738|1873|1908|1952,Levonorgestrel
148,148,DB00369,P08546,P19971,1|62|80|125|192|222|314|316|378|424|445|482|485|486|650|695|758|807|908|935|1101|1171|1337|1339|1380|1455|1457|1584|1629|1644|1679|1750|1814|1838|1855|1873|1887|1893|1922|2042,Cidofovir
149,149,DB00370,P28223|Q9UE69|P08913|P28335|P41145|P35367|P35348|P35368|P25100,P08684|P10635|P05177,14|29|95|130|196|207|371|378|383|426|448|475|547|600|684|739|887|926|935|1019|1027|1043|1057|1088|1145|1199|1236|1312|1380|1452|1480|1564|1662|1708|1750|1840|1866|1873,Mirtazapine
